,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,AGREEMENT_RK,TARGET,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
1672,1,0,1,0,0,61101909,0,12000.0,1,1
1673,1,0,0,1,1,61101915,0,10000.0,1,1
1674,0,1,1,3,0,61101962,0,8400.0,1,0
1675,1,0,0,0,0,61102136,0,7000.0,1,0
1676,1,0,1,3,0,61102145,0,25000.0,1,0
1677,1,0,1,0,0,61102217,0,7000.0,1,1
1678,1,0,1,2,0,61102507,0,5500.0,1,1
1679,1,0,0,2,2,61102556,0,30000.0,1,1
1680,1,0,0,1,1,61102777,0,7800.0,1,1
1681,1,0,1,2,2,61102779,0,7000.0,2,2
1682,0,1,1,0,0,61102788,0,13000.0,1,0
1683,1,0,1,0,0,61102831,0,10000.0,1,1
1684,1,0,0,2,3,61102838,0,18000.0,1,1
1685,1,1,1,2,0,61102882,0,20000.0,1,1
1686,0,1,1,0,0,61102892,0,4000.0,1,0
1687,1,0,0,0,0,61102905,0,10000.0,1,1
1688,1,0,1,1,1,61103122,0,15000.0,1,1
1689,1,0,0,1,1,61103131,0,15000.0,1,1
1690,1,0,1,1,1,61103239,0,13000.0,1,0
1691,1,0,0,0,0,61103317,0,50000.0,1,0
1692,1,0,1,1,1,61103587,0,14000.0,1,1
1693,1,0,0,3,3,61103801,0,45000.0,1,1
1694,1,0,0,1,0,61104055,0,8500.0,1,0
1695,0,1,1,1,0,61104324,0,9500.0,1,1
1696,1,0,0,1,1,61104584,0,12000.0,1,1
1697,0,1,1,2,0,61104658,0,7000.0,1,1
1698,1,0,0,0,0,61104883,0,35000.0,1,1
1699,1,0,0,0,0,61104889,0,15000.0,1,1
1700,1,0,1,3,0,61104892,0,10000.0,1,1
1701,0,1,1,0,0,61104911,0,6000.0,1,0
1702,1,0,1,2,2,61104925,0,13000.0,1,1
1703,1,0,1,2,0,61105035,0,16000.0,1,1
1704,1,0,1,1,1,61105058,0,20000.0,1,0
1705,0,1,1,2,0,61105071,0,3100.0,1,0
1706,1,0,1,1,0,61105229,0,14000.0,1,0
1707,1,0,1,0,0,61105334,1,7000.0,1,0
1708,0,1,1,2,0,61105597,0,5900.0,1,0
1709,1,0,0,0,0,61105821,0,9000.0,1,0
1710,1,0,0,2,0,61105964,1,35000.0,1,0
1711,1,0,1,2,2,61106162,0,9000.0,1,0
1712,1,0,1,2,1,61106177,0,9000.0,1,0
1713,1,0,1,2,0,61106186,0,10000.0,1,0
1714,1,0,0,1,1,61106229,0,13000.0,1,1
1715,1,0,1,1,1,61106311,1,12000.0,1,1
1716,1,0,1,1,1,61106544,0,7500.0,1,0
1717,1,0,0,0,0,61106617,0,17000.0,1,1
1718,1,0,1,2,2,61106820,1,8600.0,1,1
1719,1,0,0,0,0,61106888,0,18000.0,1,1
1720,1,0,1,1,0,61106989,0,8500.0,1,1
1721,1,0,0,0,0,61106990,0,10000.0,1,1
1722,1,0,1,0,0,61107215,0,14000.0,1,1
1723,1,0,0,1,1,61107290,0,10000.0,1,0
1724,1,0,0,0,0,61107313,0,18000.0,1,1
1725,1,0,1,2,1,61107403,0,10000.0,1,0
1726,1,0,0,0,0,61107456,0,20000.0,1,1
1727,1,0,1,1,1,61107469,0,8000.0,1,0
1728,1,0,1,0,0,61107700,0,10000.0,1,1
1729,1,0,1,1,1,61107703,0,4800.0,1,1
1730,0,1,1,2,0,61107757,0,8000.0,1,1
1731,1,0,1,1,1,61107824,0,9000.0,1,0
1732,1,0,0,1,1,61107872,0,20000.0,1,1
1733,1,0,0,2,2,61107974,0,40000.0,1,1
1734,1,0,1,2,1,61107992,0,8000.0,1,1
1735,1,0,1,2,0,61108065,0,21000.0,1,0
1736,1,0,1,1,1,61108080,0,8000.0,1,1
1737,1,0,1,1,1,61108151,0,8000.0,1,0
1738,1,0,0,2,2,61108219,0,15000.0,1,1
1739,1,0,0,2,2,61108222,1,10000.0,1,1
1740,1,0,0,0,0,61108281,0,12000.0,1,1
1741,1,0,1,2,1,61108285,0,6000.0,1,1
1742,1,0,0,2,0,61108348,0,19000.0,1,1
1743,1,0,1,0,2,61108365,0,15000.0,1,1
1744,1,0,1,1,1,61108370,1,21000.0,1,1
1745,1,0,0,1,1,61108642,0,25000.0,2,0
1746,1,0,0,1,1,61108706,0,15000.0,1,1
1747,1,0,0,1,0,61108777,0,6000.0,1,1
1748,1,0,0,0,0,61108908,0,15000.0,1,1
1749,1,0,1,1,1,61109040,0,6000.0,1,1
1750,1,0,1,2,2,61109052,0,14000.0,1,0
1751,1,0,1,0,0,61109099,0,20000.0,1,1
1752,1,0,0,3,3,61109170,1,15000.0,1,1
1753,1,0,0,1,1,61109282,0,20000.0,1,1
1754,1,0,1,0,0,61109289,0,15000.0,1,1
1755,1,0,0,1,1,61109318,0,12000.0,2,1
1756,1,0,0,1,1,61109419,0,15000.0,1,0
1757,1,0,1,1,1,61109471,0,9000.0,1,1
1758,1,0,1,1,0,61109614,0,15000.0,1,1
1759,1,0,1,0,0,61109802,0,14000.0,1,0
1760,1,0,1,2,2,61109821,0,7250.0,1,1
1761,1,0,1,0,0,61109861,0,15000.0,1,1
1762,1,0,0,0,0,61109941,0,40000.0,1,1
1763,1,0,1,1,1,61109945,0,12000.0,1,1
1764,1,0,1,2,2,61109946,0,9000.0,1,1
1765,1,0,1,1,0,61109985,0,15000.0,1,1
1766,1,0,1,2,2,61110189,0,24000.0,1,1
1767,1,0,0,1,0,61110249,0,20000.0,1,1
1768,1,0,0,1,1,61110282,0,17000.0,1,0
1769,1,0,1,0,1,61110370,0,10000.0,1,0
1770,1,0,0,2,2,61110409,0,20000.0,1,0
1771,1,0,0,1,1,61110489,0,25000.0,1,0
1772,1,0,1,2,0,61110620,0,25000.0,1,1
1773,1,0,0,0,0,61110628,0,50000.0,1,1
1774,1,0,1,0,0,61111134,0,15000.0,1,0
1775,1,0,1,2,2,61111207,0,15000.0,1,0
1776,1,0,1,0,0,61111218,0,6000.0,1,0
1777,0,1,1,0,0,61111274,0,7000.0,1,1
1778,1,0,0,0,0,61111428,0,17000.0,1,0
1779,1,0,1,1,0,61111470,0,7000.0,1,1
1780,1,0,1,1,1,61111863,0,16000.0,1,0
1781,1,1,1,1,1,61111892,0,10900.0,1,1
1782,1,0,0,2,0,61111922,0,18000.0,2,1
1783,1,0,0,2,0,61112006,0,27000.0,1,1
1784,1,0,0,2,1,61112114,0,15000.0,1,1
1785,1,0,0,0,0,61112226,0,12000.0,1,0
1786,1,0,1,2,0,61112648,0,16000.0,1,1
1787,1,0,0,2,2,61112669,0,15000.0,1,1
1788,0,1,1,1,1,61112942,0,3500.0,1,0
1789,1,0,0,0,1,61113126,0,12000.0,1,1
1790,1,0,1,3,1,61113356,0,10000.0,1,0
1791,1,0,0,0,0,61113358,0,9000.0,1,0
1792,0,1,1,2,0,61113562,0,9628.0,1,1
1793,0,1,1,1,0,61113576,0,6000.0,1,1
1794,1,0,1,2,2,61114068,0,15000.0,1,1
1795,1,0,1,2,0,61114138,0,12000.0,1,0
1796,1,0,1,1,0,61114163,0,12000.0,1,0
1797,1,0,1,4,0,61114202,0,13000.0,1,1
1798,1,0,0,0,0,61114411,0,10000.0,1,0
1799,1,0,1,0,0,61114656,0,10000.0,1,1
1800,1,0,0,2,2,61114757,0,10000.0,1,1
1801,1,0,1,1,1,61114758,0,24000.0,1,1
1802,0,1,1,1,0,61114792,0,10000.0,1,1
1803,1,0,1,1,1,61114793,0,10000.0,1,1
1804,1,0,0,0,0,61114890,0,12500.0,1,0
1805,1,0,1,0,0,61115094,0,25000.0,1,0
1806,1,0,1,0,0,61115169,0,7000.0,1,1
1807,1,0,0,2,2,61115274,0,30000.0,1,1
1808,0,1,1,4,0,61115310,0,5000.0,1,0
1809,1,0,1,2,1,61115655,0,17000.0,1,1
1810,1,0,0,0,0,61115678,1,15000.0,1,0
1811,1,0,0,0,0,61115918,0,8000.0,1,0
1812,1,0,1,1,0,61115961,0,9000.0,1,0
1813,1,0,0,1,0,61116139,1,40000.0,1,1
1814,1,0,0,1,1,61116194,1,10000.0,1,0
1815,1,0,1,0,0,61116200,0,5000.0,1,0
1816,1,0,1,0,0,61116512,1,10000.0,1,1
1817,1,0,1,3,0,61116566,0,8000.0,1,0
1818,1,0,0,1,1,61116602,0,13000.0,2,2
1819,1,0,1,2,2,61116632,0,20000.0,1,1
1820,1,1,1,0,0,61116659,0,9000.0,1,1
1821,1,0,1,0,0,61116682,1,10000.0,1,1
1822,1,0,1,2,2,61116750,0,7000.0,1,1
1823,1,0,1,2,0,61116837,0,15000.0,1,0
1824,1,0,1,2,0,61117160,0,10000.0,1,0
1825,1,0,1,2,0,61117406,0,5000.0,1,0
1826,1,0,0,0,0,61117411,1,25000.0,1,1
1827,1,0,1,2,2,61117426,0,40000.0,1,1
1828,1,0,0,0,0,61117463,0,16000.0,1,1
1829,1,0,1,1,0,61117503,0,12000.0,1,0
1830,1,0,0,0,0,61117568,0,6000.0,1,0
1831,1,0,0,2,2,61117612,0,18000.0,1,1
1832,1,1,1,0,0,61117738,0,14000.0,1,0
1833,1,0,0,0,0,61117794,0,8000.0,1,0
1834,1,0,1,1,0,61118003,1,35000.0,1,1
1835,1,0,1,1,1,61118329,0,8000.0,1,1
1836,1,0,1,1,1,61118691,0,50000.0,1,1
1837,0,1,1,1,0,61118756,0,5000.0,1,1
1838,0,1,1,2,0,61118795,0,5000.0,1,1
1839,1,0,1,0,0,61118925,0,10000.0,1,1
1840,1,0,1,0,0,61118936,0,15000.0,1,1
1841,1,0,1,1,1,61119270,0,20000.0,1,1
1842,1,0,1,1,1,61119299,0,19000.0,1,1
1843,1,0,0,1,1,61119317,0,30000.0,1,1
1844,1,0,1,1,1,61119472,1,30000.0,1,1
1845,1,0,1,1,1,61119490,0,15000.0,1,1
1846,1,0,1,3,0,61119528,0,19000.0,1,1
1847,1,0,0,0,0,61119731,1,30000.0,2,1
1848,1,0,0,1,1,61119770,0,10000.0,1,1
1849,1,0,0,2,0,61119773,0,25000.0,1,1
1850,1,0,0,0,0,61119792,0,13000.0,1,1
1851,0,1,0,0,0,61119841,0,5400.0,1,1
1852,1,0,0,2,2,61119871,0,18000.0,1,1
1853,1,0,1,0,0,61119953,0,13000.0,1,1
1854,1,0,1,0,0,61120064,0,15000.0,1,1
1855,1,0,1,0,0,61120112,0,15000.0,1,1
1856,1,0,1,0,0,61120147,0,8000.0,1,1
1857,0,1,1,0,0,61120252,0,6000.0,1,1
1858,1,0,0,2,2,61120299,0,8000.0,1,1
1859,1,0,1,1,1,61120609,0,10000.0,1,1
1860,1,0,1,2,0,61120820,0,6000.0,1,0
1861,0,1,1,1,0,61120885,0,16000.0,1,1
1862,1,0,1,1,1,61121032,0,7000.0,1,1
1863,1,0,0,1,1,61121145,1,9000.0,1,1
1864,1,1,1,2,0,61121166,0,8000.0,1,0
1865,1,0,1,2,0,61121168,0,12000.0,1,0
1866,1,0,1,2,2,61121292,0,5300.0,1,0
1867,0,1,0,2,0,61121466,0,5100.0,1,1
1868,1,0,0,1,1,61121652,0,15000.0,1,0
1869,1,0,0,1,1,61121711,0,7000.0,1,1
1870,1,0,0,1,1,61121806,0,20000.0,1,1
1871,1,0,0,0,0,61121871,0,25000.0,1,1
1872,1,0,0,0,1,61121878,0,8000.0,1,1
1873,1,0,0,0,0,61121997,0,15000.0,1,1
1874,1,0,1,0,0,61122014,0,6000.0,1,0
1875,1,0,0,1,1,61122045,0,25000.0,1,1
1876,1,0,0,2,0,61122067,0,30000.0,1,1
1877,1,0,1,1,1,61122120,0,6000.0,1,1
1878,1,0,0,0,0,61122184,0,25000.0,1,1
1879,1,0,1,2,2,61122212,0,6000.0,1,1
1880,1,0,1,0,0,61122472,1,5000.0,1,1
1881,1,0,1,0,0,61122719,0,8000.0,1,1
1882,1,0,1,0,0,61122855,0,18000.0,1,1
1883,1,0,0,2,2,61122932,1,22000.0,1,1
1884,1,0,1,0,0,61122957,0,10000.0,1,1
1885,1,0,0,0,0,61122977,0,12000.0,1,1
1886,1,0,1,1,0,61123011,0,12500.0,1,0
1887,1,0,1,1,1,61123199,0,30000.0,1,1
1888,1,0,0,0,0,61123315,0,15000.0,1,0
1889,1,0,1,0,0,61123449,0,20000.0,1,1
1890,0,1,0,2,0,61123622,0,10000.0,1,1
1891,1,0,0,2,1,61123710,0,13000.0,1,1
1892,1,0,0,1,1,61123820,0,17000.0,1,1
1893,1,0,1,1,1,61123961,0,17500.0,1,1
1894,1,0,0,0,0,61124101,0,13000.0,1,1
1895,1,0,1,0,0,61124345,0,32000.0,1,1
1896,1,0,0,1,1,61124560,0,23000.0,1,1
1897,1,0,1,1,0,61124964,0,75000.0,1,0
1898,1,0,1,2,2,61125010,0,6000.0,1,1
1899,1,0,1,2,2,61125092,0,15000.0,1,0
1900,0,1,1,0,0,61125226,0,9900.0,1,1
1901,1,0,0,1,1,61125296,0,15000.0,1,1
1902,1,0,0,1,0,61125580,0,10000.0,1,0
1903,0,1,1,2,0,61125752,0,8000.0,1,0
1904,0,1,0,0,0,61125933,0,4500.0,1,0
1905,1,0,1,1,1,61125970,0,15000.0,1,0
1906,1,0,0,1,1,61125986,0,25000.0,1,1
1907,0,1,1,2,0,61126003,0,9000.0,1,1
1908,1,0,0,2,2,61126543,0,20000.0,1,1
1909,1,0,0,2,2,61126590,0,12000.0,1,1
1910,1,0,0,2,2,61126699,0,36000.0,1,0
1911,1,0,1,0,0,61126785,0,7000.0,1,1
1912,0,1,1,0,0,61126786,0,5000.0,1,1
1913,1,0,0,1,1,61126830,0,10000.0,1,1
1914,1,0,1,2,2,61127169,0,6000.0,1,1
1915,1,0,0,1,0,61127390,0,24000.0,1,1
1916,1,0,1,0,0,61127479,0,18000.0,1,1
1917,1,0,1,4,4,61128012,0,5000.0,1,1
1918,1,0,0,1,1,61128051,0,15500.0,1,1
1919,1,0,0,0,0,61128088,0,23000.0,1,1
1920,0,1,1,0,0,61128204,0,3400.0,1,1
1921,1,0,1,2,2,61128288,0,6000.0,1,0
1922,1,0,0,2,2,61128305,1,12000.0,1,1
1923,1,0,1,1,0,61128460,0,4300.0,1,1
1924,1,0,0,1,2,61128668,0,20000.0,1,1
1925,1,0,1,0,0,61128748,0,15000.0,1,1
1926,1,0,1,1,1,61128789,0,11000.0,1,1
1927,0,1,1,0,0,61128933,0,9200.0,1,1
1928,1,0,1,0,0,61129274,0,18000.0,1,1
1929,1,0,1,0,0,61129295,1,15000.0,1,1
1930,1,0,0,0,0,61129324,0,20000.0,2,2
1931,1,0,1,2,0,61129369,0,15000.0,1,1
1932,1,0,0,0,0,61129596,0,30000.0,1,1
1933,1,0,1,2,1,61129623,0,14000.0,1,1
1934,1,0,0,2,2,61129832,0,12000.0,1,0
1935,1,0,1,1,1,61129926,0,20000.0,1,1
1936,1,0,1,0,0,61130170,0,15000.0,1,1
1937,0,1,0,1,0,61130225,0,6000.0,1,1
1938,1,1,1,2,0,61130403,0,12000.0,1,1
1939,1,0,1,2,2,61130650,0,5000.0,1,1
1940,1,0,1,1,0,61130769,0,18000.0,1,1
1941,1,0,1,2,2,61131298,0,20000.0,1,1
1942,1,0,0,2,2,61131450,0,15000.0,1,1
1943,1,0,1,0,0,61131529,0,17000.0,1,1
1944,1,0,1,1,1,61131845,0,6500.0,1,1
1945,1,0,0,0,0,61131973,0,14000.0,1,1
1946,1,0,0,0,0,61132098,0,45000.0,1,1
1947,1,0,1,1,1,61132135,0,8000.0,1,1
1948,0,1,1,1,0,61132192,0,11000.0,1,1
1949,1,0,0,1,1,61132207,0,20000.0,1,1
1950,1,0,1,0,0,61132342,0,14000.0,1,0
1951,1,0,0,1,1,61132382,0,25000.0,1,1
1952,1,0,0,1,1,61132394,1,20000.0,1,1
1953,1,0,1,2,0,61132653,0,7000.0,1,0
1954,1,0,1,0,0,61132825,0,7000.0,1,1
1955,0,1,0,0,0,61133205,0,10000.0,1,1
1956,1,0,1,2,0,61137411,0,10000.0,1,1
1957,1,0,0,1,1,61137462,0,12000.0,1,0
1958,1,0,0,0,0,61138244,1,12000.0,1,1
1959,1,0,0,0,0,61138248,0,15000.0,1,1
1960,0,1,1,0,0,61138314,0,6000.0,1,0
1961,1,0,0,0,0,61138362,0,12000.0,1,0
1962,1,0,1,0,0,61138605,0,11000.0,1,0
1963,1,0,1,2,1,61138829,0,25000.0,1,1
1964,1,0,1,1,1,61138854,0,10000.0,1,0
1965,0,1,1,0,0,61139110,1,6000.0,1,1
1966,1,0,1,2,1,61139557,0,30000.0,1,1
1967,1,0,1,1,1,61139618,0,12400.0,1,0
1968,1,0,1,1,1,61139622,0,12000.0,1,1
1969,1,0,1,0,0,61140001,0,16000.0,1,0
1970,1,0,1,1,1,61140103,0,10000.0,1,1
1971,1,0,1,1,1,61140132,0,19000.0,1,0
1972,1,0,0,0,0,61140286,0,10000.0,1,1
1973,1,0,1,0,0,61140399,0,19000.0,1,0
1974,1,0,1,1,1,61140484,0,6000.0,1,1
1975,0,1,1,0,0,61140533,0,5000.0,1,0
1976,0,1,1,1,0,61140629,0,7000.0,1,0
1977,1,0,0,2,2,61140696,0,11000.0,1,1
1978,1,0,1,0,0,61141087,0,20000.0,1,0
1979,1,0,1,0,0,61141370,0,40000.0,1,1
1980,0,1,0,3,0,61141659,0,6500.0,1,1
1981,1,0,1,0,0,61141792,0,8300.0,1,0
1982,1,1,1,0,0,61141945,0,30000.0,1,0
1983,1,0,1,3,1,61142395,0,5000.0,1,1
1984,1,0,0,0,0,61142570,0,30000.0,1,0
1985,1,0,0,0,0,61142685,0,25000.0,1,0
1986,1,0,0,0,0,61142874,0,12000.0,1,0
1987,1,1,0,0,0,61142957,1,40000.0,1,1
1988,1,0,1,1,1,61143246,0,6000.0,1,0
1989,1,0,1,1,0,61143271,0,50000.0,1,0
1990,0,1,0,1,0,61143551,0,6000.0,1,0
1991,1,0,1,2,0,61143575,0,5000.0,1,0
1992,1,0,1,0,0,61143695,1,15000.0,1,0
1993,1,0,1,1,1,61143806,0,10000.0,1,0
1994,1,0,1,0,0,61144077,0,5300.0,1,0
1995,1,0,0,1,1,61144273,0,12000.0,1,0
1996,1,0,1,2,0,61144563,0,12000.0,1,0
1997,1,0,1,1,0,61144791,0,9000.0,1,1
1998,1,0,0,0,0,61144955,0,10000.0,1,0
1999,1,0,0,0,0,61145291,0,10000.0,1,1
2000,1,0,1,0,0,61145536,1,11000.0,1,1
2001,0,1,1,0,0,61145667,0,5000.0,1,1
2002,0,1,1,3,0,61145782,0,6000.0,1,0
2003,1,0,1,0,0,61145844,0,15000.0,1,0
2004,1,0,0,0,0,61146044,0,20000.0,1,0
2005,1,0,0,3,3,61146086,0,15000.0,1,0
2006,1,0,0,3,0,61146108,0,45000.0,1,1
2007,0,1,0,0,0,61146314,0,5200.0,1,0
2008,1,0,1,1,1,61146591,0,7500.0,1,0
2009,0,1,0,0,0,61146613,0,4700.0,1,0
2010,1,0,0,0,0,61146836,0,6500.0,1,0
2011,1,0,1,1,1,61146885,0,15000.0,1,0
2012,1,0,1,2,2,61146993,0,15000.0,1,0
2013,1,0,0,2,1,61147083,0,10000.0,1,0
2014,0,1,1,2,0,61147100,0,6000.0,1,0
2015,1,0,0,2,0,61147109,0,25000.0,1,0
2016,1,0,1,2,0,61147112,1,30000.0,1,0
2017,1,0,0,0,0,61147160,0,20000.0,1,0
2018,1,0,0,0,0,61147185,0,11000.0,1,0
2019,1,0,1,0,0,61147195,0,15000.0,1,0
2020,1,0,1,0,0,61147488,0,9000.0,1,0
2021,1,0,0,2,2,61147517,0,8000.0,1,0
2022,1,0,0,1,1,61147984,0,12000.0,1,0
2023,1,0,1,0,0,61148181,0,11000.0,1,0
2024,1,0,1,1,1,61148185,0,12000.0,1,0
2025,1,0,0,1,1,61148229,0,20000.0,1,0
2026,0,1,1,0,0,61148322,0,12000.0,1,0
2027,1,0,1,0,0,61148497,0,6000.0,1,0
2028,1,0,1,0,0,61148609,0,30000.0,1,0
2029,1,0,0,1,0,61148628,0,12000.0,1,0
2030,1,0,1,2,0,61148673,1,15000.0,1,0
2031,1,0,1,1,1,61148893,0,20000.0,1,0
2032,1,0,1,1,1,61148995,0,18000.0,1,0
2033,0,1,1,0,0,61149072,0,13000.0,1,0
2034,1,0,0,1,1,61149092,0,35000.0,1,1
2035,1,0,1,2,2,61149169,0,12000.0,1,1
2036,0,1,1,2,0,61149178,0,5500.0,1,0
2037,1,0,1,1,1,61149428,1,10000.0,1,1
2038,1,0,1,1,1,61149445,0,15000.0,1,0
2039,1,0,1,1,1,61149627,0,15000.0,1,0
2040,1,0,1,1,1,61149628,0,7000.0,1,0
2041,1,0,0,2,2,61149699,0,12000.0,1,0
2042,1,0,1,1,1,61149787,0,9000.0,1,1
2043,1,0,0,0,0,61149997,0,11000.0,1,0
2044,1,0,1,1,0,61150056,1,11000.0,1,0
2045,1,0,1,0,0,61150207,1,11500.0,1,0
2046,1,0,1,0,0,61150368,0,15000.0,1,0
2047,1,0,1,3,0,61150447,0,10500.0,1,0
2048,1,0,0,1,1,61150831,0,30000.0,1,1
2049,1,0,1,1,1,61151013,0,20000.0,1,0
2050,1,0,0,1,1,61151125,0,20000.0,1,0
2051,1,0,1,0,0,61151404,0,9500.0,1,1
2052,1,0,0,2,0,61151433,0,25000.0,1,0
2053,1,0,0,1,1,61151593,0,25000.0,1,0
2054,1,0,1,0,0,61151598,0,15000.0,1,0
2055,1,0,0,0,0,61151676,1,15000.0,1,0
2056,1,0,1,0,0,61151924,0,15000.0,1,0
2057,1,0,0,0,0,61151983,0,12000.0,1,0
2058,1,0,1,1,1,61152219,0,12000.0,1,0
2059,1,0,1,1,1,61152306,0,6000.0,1,0
2060,1,0,0,0,0,61152467,1,7500.0,1,0
2061,1,0,0,1,0,61153010,0,25000.0,1,0
2062,1,0,1,0,0,61153093,0,12000.0,1,0
2063,1,0,0,0,0,61153173,0,22000.0,1,1
2064,1,0,0,0,0,61153314,0,7000.0,1,0
2065,1,0,1,1,1,61153739,1,15000.0,1,0
2066,1,0,0,2,2,61153830,0,10000.0,1,0
2067,0,1,1,0,0,61154194,0,5500.0,1,0
2068,1,0,1,1,0,61154333,0,9000.0,1,0
2069,1,0,1,1,1,61154348,0,8000.0,1,1
2070,1,0,1,1,1,61154521,0,17000.0,1,0
2071,1,0,1,3,3,61154776,0,4000.0,1,0
2072,1,0,1,1,1,61155304,0,10000.0,1,0
2073,0,1,1,3,0,61155412,0,17400.0,1,0
2074,1,0,1,2,0,61155596,0,10000.0,1,0
2075,1,0,0,3,0,61155600,0,10000.0,1,0
2076,1,1,0,0,0,61155628,0,18000.0,1,0
2077,1,0,1,1,1,61155659,0,10000.0,1,0
2078,1,0,0,1,1,61156071,1,15000.0,1,0
2079,1,0,1,0,0,61156098,0,14000.0,1,0
2080,1,0,1,1,1,61156460,0,6500.0,1,1
2081,1,1,0,2,2,61156625,0,15000.0,1,0
2082,1,0,0,1,1,61156702,0,12000.0,1,1
2083,1,0,0,0,0,61156733,0,15000.0,1,0
2084,1,0,1,1,1,61156827,0,26000.0,1,1
2085,1,0,1,0,0,61157186,0,6000.0,1,0
2086,1,0,0,0,0,61157325,0,6500.0,1,0
2087,1,0,1,0,0,61157804,0,7000.0,1,0
2088,0,1,1,2,0,61157998,0,9000.0,1,0
2089,1,0,1,1,0,61158122,0,15000.0,1,0
2090,1,0,1,0,0,61158167,0,13000.0,1,0
2091,1,0,0,0,0,61158310,0,15000.0,1,0
2092,1,1,1,1,0,61158353,0,13000.0,1,0
2093,1,0,0,0,0,61158449,0,16000.0,1,0
2094,1,0,0,0,0,61158512,0,10000.0,1,1
2095,0,1,1,2,0,61158938,0,5500.0,1,0
2096,0,1,1,2,0,61159062,0,11000.0,1,0
2097,1,0,1,1,0,61159096,0,9000.0,1,0
2098,1,0,1,1,1,61159215,0,18500.0,1,0
2099,1,0,0,2,2,61159221,0,15000.0,1,0
2100,1,0,1,0,0,61159336,0,8000.0,1,0
2101,1,0,0,0,0,61159472,1,24000.0,1,0
2102,1,0,0,1,2,61159947,0,15000.0,1,0
2103,1,0,0,2,2,61159970,0,30000.0,1,0
2104,1,0,1,0,0,61160052,0,70000.0,1,1
2105,1,0,1,2,0,61160189,0,20000.0,1,0
2106,1,0,0,0,0,61160237,0,15000.0,1,0
2107,1,0,0,2,0,61160281,0,15000.0,1,0
2108,1,0,1,2,2,61160354,0,15000.0,1,0
2109,0,1,1,1,0,61160598,0,6000.0,1,0
2110,1,0,0,1,1,61160806,0,15000.0,1,0
2111,1,0,0,0,0,61160903,0,15000.0,1,0
2112,1,0,1,1,1,61161127,1,12000.0,1,0
2113,1,0,0,0,0,61161196,0,15000.0,1,0
2114,1,0,1,2,1,61161342,0,9000.0,1,1
2115,1,0,1,0,0,61161537,0,35000.0,1,0
2116,0,1,1,3,0,61161814,0,14000.0,1,0
2117,1,0,1,1,1,61161822,0,30000.0,1,0
2118,1,0,0,0,0,61162213,0,10000.0,1,0
2119,1,0,0,0,0,61162295,0,15000.0,1,1
2120,1,0,1,0,0,61162574,0,6000.0,1,1
2121,1,0,1,1,1,61162816,0,25000.0,1,1
2122,1,0,0,0,0,61162882,0,12000.0,1,1
2123,1,0,0,0,0,61162929,0,5600.0,1,0
2124,1,0,1,0,0,61162951,1,20000.0,1,0
2125,1,0,0,3,2,61162963,0,24000.0,1,0
2126,1,0,1,2,0,61162983,0,30000.0,1,1
2127,1,0,0,1,1,61163107,0,18000.0,1,1
2128,1,0,1,0,0,61163404,0,50000.0,1,1
2129,1,0,1,1,1,61163579,0,30000.0,1,0
2130,1,0,1,2,0,61163664,0,4000.0,1,0
2131,1,0,0,0,0,61163754,0,16500.0,1,1
2132,1,0,1,2,2,61163916,1,20000.0,1,0
2133,1,0,0,0,0,61163964,0,18000.0,1,0
2134,0,1,1,0,0,61163995,0,8200.0,1,0
2135,1,0,0,1,1,61164042,0,15000.0,1,1
2136,1,0,1,1,1,61164177,0,8000.0,1,1
2137,1,0,1,2,1,61164289,0,20000.0,1,0
2138,1,0,0,1,1,61164336,0,50000.0,1,0
2139,1,0,0,2,1,61164520,0,20000.0,1,1
2140,1,0,0,0,0,61164637,0,12000.0,1,0
2141,1,0,1,2,2,61164819,1,8000.0,1,0
2142,1,0,1,0,0,61165098,1,15000.0,1,0
2143,1,0,1,0,0,61165208,0,20000.0,1,0
2144,1,0,0,0,0,61165318,0,8000.0,1,0
2145,1,0,0,0,0,61165521,1,15000.0,1,0
2146,1,0,0,0,0,61165697,0,8000.0,1,0
2147,1,0,1,2,2,61165778,0,6800.0,1,0
2148,0,1,1,2,0,61166358,0,7000.0,1,0
2149,1,0,1,0,0,61166537,1,8000.0,1,0
2150,1,0,0,1,2,61166556,0,20000.0,1,0
2151,1,1,1,1,0,61166796,0,20000.0,1,0
2152,1,0,1,1,1,61166834,0,40000.0,1,0
2153,1,0,1,2,0,61166991,0,10000.0,1,0
2154,1,1,1,2,0,61167070,0,14000.0,1,0
2155,1,0,0,0,0,61167082,0,30000.0,1,0
2156,1,0,0,0,0,61167338,1,5000.0,1,1
2157,1,0,1,0,0,61167371,0,19500.0,1,0
2158,1,0,1,1,1,61167413,0,10000.0,1,0
2159,1,0,1,3,0,61167670,0,6000.0,1,0
2160,1,0,1,1,1,61167694,0,4000.0,1,0
2161,1,0,1,0,0,61168003,0,28000.0,1,0
2162,1,0,1,0,0,61168013,0,6500.0,2,0
2163,1,0,0,1,1,61168208,0,18000.0,1,0
2164,1,1,0,0,0,61168286,0,12000.0,1,0
2165,1,0,1,2,2,61168308,0,8000.0,1,0
2166,1,0,1,1,1,61168423,0,15000.0,1,0
