,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,TARGET,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
923,1,0,1,2,0,0,25000.0,1,0
931,1,0,0,0,0,0,10500.0,1,0
932,1,0,0,0,0,0,20000.0,1,0
933,1,0,0,0,0,1,10000.0,1,0
934,0,1,1,3,0,1,9000.0,1,0
935,1,0,0,2,2,0,4500.0,1,0
936,1,0,1,1,1,1,8000.0,1,0
937,1,0,1,2,0,0,6500.0,1,0
938,1,1,1,2,0,0,15000.0,1,0
942,0,1,0,0,0,0,7000.0,1,0
946,1,0,0,0,0,0,19000.0,1,0
947,1,0,0,2,2,0,6000.0,1,1
948,1,1,1,0,0,0,15000.0,1,0
949,0,1,1,0,0,0,9000.0,1,0
951,1,0,1,1,1,1,16000.0,1,0
952,1,0,0,0,0,0,9500.0,1,0
953,0,1,1,3,1,0,7000.0,1,0
955,1,0,1,2,0,1,7000.0,1,0
956,1,0,1,0,0,0,40000.0,1,0
957,0,1,1,0,0,0,18000.0,1,0
958,1,0,1,2,2,0,6670.0,1,0
960,1,0,0,2,2,0,30000.0,1,0
961,0,1,1,0,0,1,5000.0,1,0
964,0,1,1,0,0,0,11500.0,1,0
965,1,0,1,5,0,0,12000.0,1,0
970,0,1,1,2,0,0,14000.0,1,0
971,1,0,1,1,0,0,11500.0,1,0
972,1,0,1,1,1,1,14000.0,1,0
974,1,0,0,1,0,0,6000.0,1,0
976,1,0,0,3,0,0,16000.0,1,0
977,1,0,1,2,0,0,7500.0,1,0
979,1,0,1,3,1,0,18000.0,1,0
983,1,0,1,3,1,0,6000.0,1,0
986,1,0,0,2,2,0,11000.0,2,0
991,0,1,1,1,0,0,5600.0,1,0
992,1,0,0,2,2,0,20000.0,1,0
994,1,1,0,2,2,0,20000.0,1,0
995,1,0,1,2,2,0,4000.0,1,0
997,1,0,1,1,1,0,10400.0,1,0
999,1,0,1,3,3,1,20000.0,1,0
1002,1,0,1,1,1,0,6200.0,1,0
1003,1,0,1,2,1,0,10000.0,1,0
1006,1,0,1,2,0,0,16000.0,1,0
1011,1,0,1,1,1,0,4000.0,1,0
1013,0,1,1,1,1,0,17000.0,1,0
1016,1,0,1,2,2,0,14500.0,1,0
1017,1,0,0,1,1,1,68000.0,1,0
1019,1,0,1,0,0,0,8500.0,1,0
1020,1,0,0,2,1,0,12000.0,1,0
1022,1,1,1,3,0,0,13800.0,1,0
1024,1,0,0,0,0,1,21000.0,1,0
1026,1,0,1,1,1,0,8500.0,1,0
1030,1,0,0,0,1,0,45000.0,1,0
1032,1,0,1,1,1,0,4500.0,1,0
1033,1,1,1,0,0,0,10000.0,1,0
1034,1,0,1,0,0,1,11000.0,1,0
1035,1,0,1,2,1,0,15000.0,1,0
1036,1,0,1,1,1,1,9000.0,1,0
1038,1,0,1,1,1,0,5000.0,1,0
1039,1,0,0,0,0,1,14000.0,1,0
1041,1,0,1,2,0,1,18000.0,1,0
1043,1,0,0,1,1,0,9600.0,1,0
1044,1,0,0,0,0,0,8000.0,1,0
1045,1,0,1,0,0,0,24000.0,1,0
1047,1,0,0,1,2,0,18500.0,1,0
1051,1,0,1,2,0,0,5300.0,1,0
1053,0,1,1,0,0,0,7800.0,1,0
1054,0,1,1,2,0,0,8500.0,1,0
1055,1,0,1,2,2,1,6300.0,1,0
1056,1,0,1,2,0,1,4000.0,1,0
1059,1,0,0,1,1,0,25000.0,1,0
1061,1,0,1,1,1,0,6500.0,1,0
1064,1,1,1,2,0,0,21000.0,1,0
1066,1,0,0,0,0,0,17000.0,1,0
1067,1,0,0,2,2,0,6000.0,1,0
1068,1,1,1,0,0,0,16000.0,1,0
1069,1,1,1,2,0,0,10000.0,1,0
1070,1,0,1,1,0,1,11000.0,1,0
1072,1,0,0,2,0,0,40000.0,1,0
1079,1,0,1,2,2,1,8000.0,1,0
1084,0,1,1,0,0,0,4900.0,1,0
1089,1,0,0,4,4,0,5000.0,1,0
1095,1,0,1,0,1,0,19000.0,1,0
1096,1,0,1,1,1,1,25000.0,1,0
1097,1,0,1,0,0,0,30000.0,1,0
1099,1,0,0,1,0,0,18000.0,1,0
1100,1,0,1,3,0,0,7500.0,1,0
1102,1,0,0,3,0,0,35000.0,1,0
1104,1,0,1,2,0,1,30000.0,1,0
1106,1,0,0,2,1,0,14000.0,1,0
1107,1,0,0,3,1,0,8500.0,1,0
1109,0,1,1,0,0,0,3000.0,1,0
1111,1,0,0,1,1,0,6000.0,1,0
1112,1,0,0,3,0,0,15000.0,1,0
1113,1,1,0,0,0,0,8000.0,1,0
1114,1,0,1,5,5,1,5000.0,1,0
1115,1,0,0,3,1,0,25000.0,1,0
1116,1,0,0,1,1,1,50000.0,1,0
1119,1,1,1,1,0,0,10000.0,1,0
1120,1,0,1,0,0,1,15000.0,1,0
1124,1,0,1,2,2,0,7600.0,1,0
1125,1,0,1,3,0,0,20000.0,1,0
1126,1,0,0,3,3,0,15000.0,1,0
1127,1,0,1,2,1,0,20000.0,1,0
1131,1,0,0,2,1,0,25800.0,1,0
1133,1,0,1,1,0,0,30000.0,1,0
1135,1,0,0,1,0,0,11000.0,1,0
1138,1,0,0,2,2,1,30000.0,1,0
1139,1,0,0,0,0,1,27000.0,1,0
1143,1,0,0,1,0,0,3000.0,1,0
1144,1,0,1,2,0,0,6200.0,1,1
1145,1,1,1,3,0,0,17404.0,1,0
1146,1,0,1,2,1,0,14000.0,1,0
1150,1,0,0,1,1,1,10000.0,1,1
1151,0,1,0,2,0,0,12000.0,1,0
1155,1,0,1,3,3,1,24000.0,1,1
1156,1,1,1,2,0,1,41000.0,1,0
1160,1,1,1,0,0,0,20000.0,1,0
1161,1,0,1,2,2,0,12700.0,1,0
1163,1,0,0,0,1,0,16000.0,1,0
1164,1,0,1,3,0,0,10000.0,1,0
1165,1,0,1,2,1,0,11000.0,1,0
1172,1,0,1,1,1,0,9500.0,1,0
1175,1,1,1,0,0,0,7000.0,1,0
1176,1,0,1,2,0,1,6000.0,1,0
1178,1,0,1,2,0,0,26000.0,1,0
1180,1,0,1,3,3,0,7000.0,1,0
1183,0,1,0,2,0,0,7000.0,1,0
1188,1,0,0,1,1,1,35000.0,1,0
1195,1,0,0,2,2,1,65000.0,1,0
1198,0,1,1,0,0,0,8000.0,1,0
1199,1,1,1,1,0,0,13500.0,1,0
1201,1,0,0,0,0,0,6700.0,1,0
1202,1,0,1,1,0,0,26000.0,1,0
1203,0,1,1,0,0,0,4200.0,1,0
1206,1,1,1,2,0,0,12000.0,1,0
1207,0,1,1,2,0,0,13000.0,1,0
1210,1,0,1,3,2,0,6000.0,1,0
1213,1,1,1,0,0,1,10000.0,1,0
1214,1,0,1,3,1,0,15000.0,1,0
1216,1,0,1,0,0,1,20000.0,1,0
1218,0,1,1,1,1,0,8000.0,1,0
1223,1,0,1,2,0,0,9400.0,1,0
1225,1,0,1,1,1,1,15000.0,1,0
1227,0,1,0,0,0,0,5400.0,1,0
1228,1,0,1,1,0,0,6000.0,1,0
1229,1,0,1,3,1,0,8000.0,1,0
1230,0,1,1,0,0,0,3200.0,1,0
1233,1,0,1,2,2,0,13000.0,1,0
1234,1,0,1,2,0,0,3900.0,1,0
1237,0,1,0,0,0,0,7500.0,1,0
1239,1,0,0,3,3,0,10000.0,1,1
1241,0,1,1,2,0,0,4500.0,1,0
1245,1,0,0,0,0,0,5000.0,1,0
1247,1,0,1,0,0,0,7500.0,1,0
1249,1,0,1,2,1,0,6000.0,1,0
1251,1,0,0,1,1,0,24000.0,1,0
1254,1,0,1,4,4,0,4300.0,1,0
1255,1,0,1,2,0,1,25000.0,1,0
1256,1,0,1,0,0,1,50000.0,1,0
1257,1,0,1,2,0,0,4300.0,1,0
1260,1,0,1,0,0,0,22000.0,1,0
1264,1,0,1,2,2,0,8200.0,1,0
1266,1,0,0,1,0,0,7000.0,1,0
1275,1,0,1,2,2,1,13000.0,1,0
1276,1,0,1,3,0,0,12000.0,1,0
1277,1,1,1,2,0,0,13000.0,2,0
1282,0,1,0,2,0,0,6000.0,1,0
1283,1,0,0,1,1,0,60000.0,1,0
1288,1,1,1,1,0,0,14000.0,1,0
1290,1,0,1,1,1,0,25000.0,1,0
1291,1,0,1,1,1,1,5000.0,1,1
1293,1,0,0,3,0,0,13000.0,1,0
1294,1,0,0,1,1,1,30000.0,1,0
1304,0,1,1,5,2,0,5000.0,1,0
1310,0,1,1,3,0,0,14000.0,1,0
1318,1,0,1,0,0,0,5500.0,1,0
1320,0,1,1,3,0,1,20000.0,1,1
1323,1,1,1,1,0,0,11000.0,1,1
1326,1,0,1,1,1,0,18000.0,1,1
1327,1,0,1,2,0,0,23000.0,1,1
1329,1,0,1,0,0,1,17000.0,1,0
1330,1,0,1,2,2,0,10000.0,2,1
1331,1,0,1,0,0,0,4500.0,1,1
1332,1,0,0,0,0,1,12000.0,1,1
1334,1,0,1,0,0,0,22000.0,1,1
1336,1,0,1,2,0,0,20000.0,1,1
1341,1,0,1,2,2,1,5500.0,1,1
1345,1,0,1,1,0,0,26000.0,1,1
1349,1,1,1,2,0,0,9000.0,1,1
1350,1,0,1,1,0,0,18000.0,1,1
1351,1,0,1,0,0,1,7000.0,2,2
1354,0,1,1,0,0,0,3500.0,1,1
1355,1,0,1,1,0,0,15000.0,1,1
1356,1,0,1,1,1,0,11000.0,2,2
1361,1,0,0,1,0,0,30000.0,1,1
1362,1,0,1,1,1,0,4300.0,2,1
1363,1,0,1,2,2,1,25000.0,2,2
1364,1,1,1,0,0,0,13500.0,2,1
1365,1,0,0,3,4,0,30000.0,1,1
1367,1,0,0,1,1,0,30000.0,2,1
1368,0,1,1,2,0,0,6500.0,1,1
1369,0,1,1,4,0,0,9000.0,4,3
1370,1,0,1,3,1,0,5000.0,2,1
1372,1,0,1,2,1,0,7000.0,2,1
1373,1,0,1,2,2,1,28000.0,1,1
1374,1,0,0,0,0,0,9000.0,1,1
1377,1,0,0,2,2,0,6500.0,1,1
1378,1,0,0,1,1,1,20000.0,1,1
1382,1,0,1,1,0,0,5000.0,2,1
1383,1,0,0,2,2,0,9000.0,1,1
1385,1,0,1,0,0,0,7900.0,2,1
1386,1,0,0,0,0,0,25000.0,1,1
1387,1,0,1,2,2,1,5100.0,1,1
1388,1,0,1,4,4,1,12000.0,1,1
1389,1,0,1,0,0,1,12000.0,2,2
1391,1,0,1,0,0,0,15000.0,2,1
1394,1,0,1,3,2,0,13500.0,2,1
1403,1,0,1,0,0,0,10000.0,3,3
1404,1,0,1,1,0,1,16000.0,1,1
1405,1,0,1,2,2,0,6000.0,2,2
1407,1,0,1,0,0,0,15000.0,2,2
1408,1,0,1,2,2,0,11500.0,2,2
1411,1,0,1,1,0,0,13000.0,1,1
1412,1,0,1,2,0,0,35000.0,1,1
1414,1,0,0,3,1,0,20000.0,1,1
1415,1,0,0,3,3,0,19000.0,1,1
1417,1,0,1,0,0,0,7500.0,1,1
1420,1,1,1,0,0,0,7500.0,1,1
1426,1,1,1,0,0,0,22000.0,1,1
1430,1,0,1,2,2,0,13000.0,1,1
1431,1,0,0,1,0,0,25000.0,1,1
1432,1,0,1,2,1,0,8000.0,1,1
1434,1,0,0,2,0,0,11000.0,1,1
1435,1,1,1,0,0,0,20000.0,1,1
1436,1,0,1,1,0,0,40000.0,1,1
1438,1,0,1,2,2,0,20000.0,1,1
1439,1,0,1,2,0,0,10000.0,2,2
1440,0,1,1,3,0,0,5700.0,1,1
1441,1,1,1,2,0,0,18000.0,2,1
1442,1,0,1,1,0,0,6000.0,1,1
1445,1,0,0,1,1,0,11500.0,1,1
1448,1,0,0,1,1,1,15000.0,1,1
1449,1,0,1,2,0,0,25000.0,1,1
1450,1,0,1,0,0,1,15000.0,1,1
1451,1,0,0,2,2,0,25000.0,1,1
1452,1,0,1,1,1,0,19000.0,2,1
1453,1,0,0,0,0,1,8000.0,2,0
1455,1,0,1,2,1,0,6000.0,1,1
1458,1,0,0,2,2,1,21000.0,1,0
1460,1,1,1,1,0,0,12000.0,1,1
1462,1,1,1,1,1,0,12000.0,1,1
1463,1,0,0,1,1,0,55000.0,1,1
1464,1,1,1,2,0,0,12000.0,1,1
1465,0,1,0,1,0,0,6000.0,1,1
1471,1,1,1,2,0,0,9500.0,1,1
1472,1,0,0,2,2,0,8000.0,1,1
1473,1,0,0,0,0,1,15000.0,1,1
1474,1,0,0,0,0,0,21000.0,1,1
1475,1,0,0,2,0,0,50000.0,1,1
1477,0,1,1,1,1,0,6000.0,1,1
1478,1,0,1,2,0,0,28000.0,1,1
1479,1,0,1,1,1,0,29500.0,1,1
1481,1,0,1,1,1,0,36000.0,1,1
1486,1,0,0,2,0,0,13000.0,1,1
1490,0,1,1,2,0,0,6200.0,1,1
1493,1,1,1,0,0,0,10000.0,1,1
1496,1,1,1,0,0,0,12000.0,1,1
1497,1,1,0,2,0,0,30000.0,1,1
1498,1,1,1,3,0,0,13000.0,1,1
1499,1,0,1,2,2,1,12000.0,1,1
1500,1,0,1,2,0,0,36000.0,1,1
1502,1,0,0,1,1,0,13000.0,1,1
1504,0,1,0,2,1,0,8000.0,1,1
1509,1,0,0,4,2,0,8000.0,1,1
1512,1,0,0,2,2,0,12000.0,1,1
1513,1,0,1,2,1,1,12000.0,1,1
1518,1,0,1,5,0,0,30000.0,1,1
1521,1,0,0,0,0,1,19000.0,1,1
1524,1,0,0,0,0,0,14000.0,1,1
1526,1,0,1,2,1,0,16000.0,1,1
1533,1,0,0,0,0,1,17000.0,1,1
1539,1,0,1,2,1,0,10500.0,1,1
1540,1,1,0,1,0,0,25000.0,1,1
1547,1,0,1,2,0,0,8500.0,1,1
1549,1,0,1,0,0,0,8500.0,1,1
1551,1,1,1,0,0,0,13000.0,1,1
1554,1,0,0,1,1,1,7000.0,1,0
1558,1,0,1,0,1,0,7000.0,1,1
1567,1,0,0,0,0,1,30000.0,1,1
1568,1,0,1,2,2,1,10000.0,1,1
1569,1,0,0,1,0,0,13200.0,2,2
1574,1,0,0,0,0,1,10000.0,2,0
1575,1,0,1,1,1,0,23000.0,1,1
1576,0,1,1,2,2,0,11000.0,1,1
1586,1,0,1,2,0,1,8000.0,1,1
1588,1,0,1,2,0,0,12900.0,1,1
1589,1,0,1,1,0,0,9000.0,1,1
1590,1,0,0,1,2,1,23000.0,1,1
1591,0,1,1,0,0,0,12000.0,1,1
1595,1,0,1,1,1,0,9500.0,1,1
1596,1,0,0,1,1,0,28000.0,1,1
1598,1,0,1,2,0,0,7000.0,1,1
1600,1,0,1,3,0,0,10000.0,1,1
1601,1,0,0,0,0,1,14000.0,1,1
1605,1,0,0,0,0,0,16000.0,1,1
1606,1,0,0,1,1,0,21000.0,1,1
1607,1,0,0,1,1,0,14000.0,1,1
1608,1,0,0,2,2,0,16000.0,1,1
1620,1,0,0,0,0,1,60000.0,1,1
1623,1,0,1,2,2,0,4500.0,1,1
1624,1,0,0,1,1,0,16000.0,1,1
1629,0,1,1,0,0,0,15000.0,1,1
1630,1,0,1,2,2,0,18000.0,2,2
1633,1,0,1,1,1,0,5700.0,1,1
1634,1,0,0,2,2,0,45000.0,1,1
1635,1,0,0,0,0,0,17000.0,1,1
1636,1,0,1,2,1,0,25000.0,1,1
1638,1,0,0,0,0,0,9500.0,1,1
1640,1,0,0,0,0,1,39000.0,1,1
1646,1,0,1,2,2,0,24000.0,1,1
1647,1,0,0,1,1,0,24000.0,1,1
1651,1,0,1,4,0,0,8000.0,1,0
1652,1,0,1,3,0,0,12000.0,1,1
1653,1,0,0,1,1,0,60000.0,1,1
1656,1,0,1,2,1,0,13000.0,1,0
1657,1,1,1,2,0,0,10000.0,1,1
1660,1,0,0,1,2,0,18600.0,1,1
1663,1,0,1,1,1,1,6000.0,1,1
1664,1,1,1,0,0,0,6500.0,1,1
1665,0,1,1,2,0,0,10000.0,1,0
1669,1,0,1,0,1,0,26000.0,1,1
1670,1,1,0,2,0,0,35000.0,1,0
1674,0,1,1,3,0,0,8400.0,1,0
1676,1,0,1,3,0,0,25000.0,1,0
1678,1,0,1,2,0,0,5500.0,1,1
1680,1,0,0,1,1,0,7800.0,1,1
1681,1,0,1,2,2,0,7000.0,2,2
1682,0,1,1,0,0,0,13000.0,1,0
1684,1,0,0,2,3,0,18000.0,1,1
1685,1,1,1,2,0,0,20000.0,1,1
1686,0,1,1,0,0,0,4000.0,1,0
1690,1,0,1,1,1,0,13000.0,1,0
1693,1,0,0,3,3,0,45000.0,1,1
1694,1,0,0,1,0,0,8500.0,1,0
1695,0,1,1,1,0,0,9500.0,1,1
1705,0,1,1,2,0,0,3100.0,1,0
1706,1,0,1,1,0,0,14000.0,1,0
1707,1,0,1,0,0,1,7000.0,1,0
1708,0,1,1,2,0,0,5900.0,1,0
1710,1,0,0,2,0,1,35000.0,1,0
1718,1,0,1,2,2,1,8600.0,1,1
1729,1,0,1,1,1,0,4800.0,1,1
1730,0,1,1,2,0,0,8000.0,1,1
1735,1,0,1,2,0,0,21000.0,1,0
1739,1,0,0,2,2,1,10000.0,1,1
1742,1,0,0,2,0,0,19000.0,1,1
1743,1,0,1,0,2,0,15000.0,1,1
1744,1,0,1,1,1,1,21000.0,1,1
1745,1,0,0,1,1,0,25000.0,2,0
1747,1,0,0,1,0,0,6000.0,1,1
1752,1,0,0,3,3,1,15000.0,1,1
1755,1,0,0,1,1,0,12000.0,2,1
1760,1,0,1,2,2,0,7250.0,1,1
1767,1,0,0,1,0,0,20000.0,1,1
1769,1,0,1,0,1,0,10000.0,1,0
1781,1,1,1,1,1,0,10900.0,1,1
1782,1,0,0,2,0,0,18000.0,2,1
1783,1,0,0,2,0,0,27000.0,1,1
1784,1,0,0,2,1,0,15000.0,1,1
1788,0,1,1,1,1,0,3500.0,1,0
1789,1,0,0,0,1,0,12000.0,1,1
1792,0,1,1,2,0,0,9628.0,1,1
1797,1,0,1,4,0,0,13000.0,1,1
1802,0,1,1,1,0,0,10000.0,1,1
1804,1,0,0,0,0,0,12500.0,1,0
1808,0,1,1,4,0,0,5000.0,1,0
1809,1,0,1,2,1,0,17000.0,1,1
1813,1,0,0,1,0,1,40000.0,1,1
1814,1,0,0,1,1,1,10000.0,1,0
1818,1,0,0,1,1,0,13000.0,2,2
1820,1,1,1,0,0,0,9000.0,1,1
1826,1,0,0,0,0,1,25000.0,1,1
1827,1,0,1,2,2,0,40000.0,1,1
1831,1,0,0,2,2,0,18000.0,1,1
1832,1,1,1,0,0,0,14000.0,1,0
1834,1,0,1,1,0,1,35000.0,1,1
1836,1,0,1,1,1,0,50000.0,1,1
1837,0,1,1,1,0,0,5000.0,1,1
1842,1,0,1,1,1,0,19000.0,1,1
1843,1,0,0,1,1,0,30000.0,1,1
1844,1,0,1,1,1,1,30000.0,1,1
1846,1,0,1,3,0,0,19000.0,1,1
1847,1,0,0,0,0,1,30000.0,2,1
1851,0,1,0,0,0,0,5400.0,1,1
1861,0,1,1,1,0,0,16000.0,1,1
1863,1,0,0,1,1,1,9000.0,1,1
1864,1,1,1,2,0,0,8000.0,1,0
1866,1,0,1,2,2,0,5300.0,1,0
1867,0,1,0,2,0,0,5100.0,1,1
1872,1,0,0,0,1,0,8000.0,1,1
1876,1,0,0,2,0,0,30000.0,1,1
1880,1,0,1,0,0,1,5000.0,1,1
1883,1,0,0,2,2,1,22000.0,1,1
1886,1,0,1,1,0,0,12500.0,1,0
1887,1,0,1,1,1,0,30000.0,1,1
1890,0,1,0,2,0,0,10000.0,1,1
1891,1,0,0,2,1,0,13000.0,1,1
1892,1,0,0,1,1,0,17000.0,1,1
1893,1,0,1,1,1,0,17500.0,1,1
1895,1,0,1,0,0,0,32000.0,1,1
1896,1,0,0,1,1,0,23000.0,1,1
1897,1,0,1,1,0,0,75000.0,1,0
1900,0,1,1,0,0,0,9900.0,1,1
1904,0,1,0,0,0,0,4500.0,1,0
1907,0,1,1,2,0,0,9000.0,1,1
1910,1,0,0,2,2,0,36000.0,1,0
1915,1,0,0,1,0,0,24000.0,1,1
1917,1,0,1,4,4,0,5000.0,1,1
1918,1,0,0,1,1,0,15500.0,1,1
1920,0,1,1,0,0,0,3400.0,1,1
1922,1,0,0,2,2,1,12000.0,1,1
1923,1,0,1,1,0,0,4300.0,1,1
1924,1,0,0,1,2,0,20000.0,1,1
1927,0,1,1,0,0,0,9200.0,1,1
1930,1,0,0,0,0,0,20000.0,2,2
1933,1,0,1,2,1,0,14000.0,1,1
1943,1,0,1,0,0,0,17000.0,1,1
1946,1,0,0,0,0,0,45000.0,1,1
1948,0,1,1,1,0,0,11000.0,1,1
1955,0,1,0,0,0,0,10000.0,1,1
1967,1,0,1,1,1,0,12400.0,1,0
1973,1,0,1,0,0,0,19000.0,1,0
1977,1,0,0,2,2,0,11000.0,1,1
1980,0,1,0,3,0,0,6500.0,1,1
1981,1,0,1,0,0,0,8300.0,1,0
1982,1,1,1,0,0,0,30000.0,1,0
1983,1,0,1,3,1,0,5000.0,1,1
1984,1,0,0,0,0,0,30000.0,1,0
1987,1,1,0,0,0,1,40000.0,1,1
1989,1,0,1,1,0,0,50000.0,1,0
1990,0,1,0,1,0,0,6000.0,1,0
1994,1,0,1,0,0,0,5300.0,1,0
2000,1,0,1,0,0,1,11000.0,1,1
2006,1,0,0,3,0,0,45000.0,1,1
2007,0,1,0,0,0,0,5200.0,1,0
2009,0,1,0,0,0,0,4700.0,1,0
2010,1,0,0,0,0,0,6500.0,1,0
2013,1,0,0,2,1,0,10000.0,1,0
2014,0,1,1,2,0,0,6000.0,1,0
2021,1,0,0,2,2,0,8000.0,1,0
2026,0,1,1,0,0,0,12000.0,1,0
2030,1,0,1,2,0,1,15000.0,1,0
2036,0,1,1,2,0,0,5500.0,1,0
2045,1,0,1,0,0,1,11500.0,1,0
2047,1,0,1,3,0,0,10500.0,1,0
2051,1,0,1,0,0,0,9500.0,1,1
2060,1,0,0,0,0,1,7500.0,1,0
2061,1,0,0,1,0,0,25000.0,1,0
2063,1,0,0,0,0,0,22000.0,1,1
2071,1,0,1,3,3,0,4000.0,1,0
2073,0,1,1,3,0,0,17400.0,1,0
2081,1,1,0,2,2,0,15000.0,1,0
2084,1,0,1,1,1,0,26000.0,1,1
2088,0,1,1,2,0,0,9000.0,1,0
2092,1,1,1,1,0,0,13000.0,1,0
2093,1,0,0,0,0,0,16000.0,1,0
2096,0,1,1,2,0,0,11000.0,1,0
2098,1,0,1,1,1,0,18500.0,1,0
2101,1,0,0,0,0,1,24000.0,1,0
2102,1,0,0,1,2,0,15000.0,1,0
2104,1,0,1,0,0,0,70000.0,1,1
2112,1,0,1,1,1,1,12000.0,1,0
2114,1,0,1,2,1,0,9000.0,1,1
2115,1,0,1,0,0,0,35000.0,1,0
2123,1,0,0,0,0,0,5600.0,1,0
2125,1,0,0,3,2,0,24000.0,1,0
2126,1,0,1,2,0,0,30000.0,1,1
2130,1,0,1,2,0,0,4000.0,1,0
2131,1,0,0,0,0,0,16500.0,1,1
2132,1,0,1,2,2,1,20000.0,1,0
2134,0,1,1,0,0,0,8200.0,1,0
2139,1,0,0,2,1,0,20000.0,1,1
2147,1,0,1,2,2,0,6800.0,1,0
2148,0,1,1,2,0,0,7000.0,1,0
2150,1,0,0,1,2,0,20000.0,1,0
2151,1,1,1,1,0,0,20000.0,1,0
2152,1,0,1,1,1,0,40000.0,1,0
2154,1,1,1,2,0,0,14000.0,1,0
2156,1,0,0,0,0,1,5000.0,1,1
2157,1,0,1,0,0,0,19500.0,1,0
2159,1,0,1,3,0,0,6000.0,1,0
2162,1,0,1,0,0,0,6500.0,2,0
2167,1,1,1,1,0,0,17000.0,1,0
2176,1,1,0,1,0,0,19000.0,1,0
2178,1,0,0,0,0,1,10000.0,1,1
2179,1,0,0,0,0,0,13000.0,1,0
2181,1,0,1,2,2,0,7900.0,1,0
2182,1,0,1,1,1,1,22000.0,1,0
2185,0,1,1,1,0,0,6500.0,1,0
2188,0,1,1,5,0,0,5000.0,1,0
2193,1,0,0,2,3,0,8000.0,1,0
2197,1,0,0,2,2,0,23000.0,1,0
2198,1,0,0,1,1,0,13700.0,1,0
2200,1,0,0,2,2,0,50000.0,1,1
2202,1,0,1,2,0,0,8700.0,1,0
2203,1,0,0,1,0,0,30000.0,1,0
2204,1,0,1,2,2,0,40000.0,1,0
2208,1,0,1,2,1,1,18000.0,1,0
2209,1,1,1,0,0,0,4800.0,1,0
2210,1,0,1,0,0,1,6700.0,1,0
2212,1,0,0,1,0,0,13000.0,1,0
2214,1,0,1,4,0,1,15000.0,1,0
2221,1,0,1,0,0,1,13000.0,1,0
2223,1,0,1,3,3,0,11000.0,1,1
2224,1,0,1,5,1,1,11000.0,1,0
2227,0,1,0,2,0,0,10500.0,1,1
2228,1,0,0,1,1,0,45000.0,1,0
2235,1,1,1,3,0,0,5000.0,1,0
2237,1,0,1,0,0,0,7800.0,1,0
2239,1,0,1,1,0,0,8900.0,1,0
2243,1,0,0,1,1,0,19000.0,1,1
2244,1,0,0,1,0,1,12000.0,1,0
2248,1,0,0,1,0,0,14000.0,1,1
2249,1,0,0,4,4,0,10000.0,1,0
2254,1,0,1,1,0,0,16000.0,1,0
2255,1,0,1,2,0,0,28000.0,1,0
2257,1,0,0,0,0,0,13000.0,2,1
2259,1,0,1,0,0,0,23000.0,1,1
2265,1,0,1,2,2,0,7000.0,1,0
2267,1,0,0,2,0,0,50000.0,1,0
2268,1,0,1,0,1,1,14000.0,1,0
2275,1,0,0,0,0,1,40000.0,1,0
2282,1,0,1,2,2,1,5000.0,1,0
2284,1,0,1,1,0,1,50000.0,1,0
2287,1,0,1,5,4,0,30000.0,1,0
2288,1,0,1,3,0,0,9000.0,1,0
2289,1,0,1,2,2,1,11000.0,1,0
2294,1,0,0,1,1,0,35000.0,1,0
2300,1,0,1,2,1,1,7000.0,1,0
2309,1,1,1,3,0,0,14000.0,1,0
2311,1,0,1,3,0,0,4000.0,1,0
2316,1,0,0,1,1,0,27000.0,1,0
2318,1,0,0,1,1,0,7500.0,1,0
2319,1,0,0,1,3,0,17000.0,1,0
2329,1,1,1,1,0,0,6000.0,1,0
2334,1,1,1,0,0,0,9330.0,1,0
2336,1,0,1,2,0,0,5600.0,2,0
2343,1,0,0,0,1,0,19000.0,1,0
2345,0,1,0,4,0,0,5700.0,1,0
2348,1,0,1,0,0,0,5700.0,1,1
2350,1,0,1,1,1,0,5600.0,1,0
2352,0,1,0,1,1,0,7500.0,1,0
2360,1,0,1,0,0,0,34000.0,1,0
2362,1,0,0,2,2,0,7500.0,1,0
2366,1,1,1,1,0,0,7500.0,1,0
2367,1,1,1,1,0,0,11000.0,1,0
2368,1,0,0,0,0,1,11000.0,1,0
2370,0,1,1,3,0,0,6000.0,1,1
2371,1,0,1,2,0,0,14000.0,1,0
2372,1,0,1,1,0,0,23000.0,1,1
2377,1,0,1,3,3,1,30000.0,1,0
2378,1,1,1,1,0,0,9000.0,1,0
2383,1,0,0,2,0,0,40000.0,1,1
2385,1,0,1,6,0,0,12000.0,1,1
2388,1,0,1,1,0,0,8000.0,1,1
2390,1,0,1,0,1,0,8000.0,1,1
2395,1,0,1,1,1,0,6700.0,1,0
2404,1,0,1,0,0,1,4500.0,1,0
2410,1,0,1,0,0,1,7000.0,1,1
2411,1,0,1,2,2,0,10500.0,1,0
2413,1,0,0,2,0,0,30000.0,1,0
2418,1,0,1,1,1,1,19000.0,1,0
2420,1,0,0,3,1,0,7000.0,1,0
2422,1,0,1,0,0,0,5000.0,2,2
2423,1,0,0,3,3,0,10200.0,1,0
2426,1,0,1,1,1,0,20000.0,2,0
2427,1,0,1,2,1,0,16000.0,1,0
2432,1,0,1,1,1,0,11600.0,1,1
2434,1,0,1,2,1,1,9500.0,1,0
